names,scores,logfoldchanges,pvals,pvals_adj
ENSG00000175197,3.1002445,0.38013807,0.001933610144509305,0.9668050722546525
ENSG00000171223,2.8279505,0.21709377,0.0046847035658978695,1.0
ENSG00000160213,2.6836565,0.14056455,0.007282186864147072,1.0
ENSG00000185262,2.439843,0.48255104,0.014693644099831128,1.0
ENSG00000120738,2.3660343,0.22370301,0.017979778387544117,1.0
ENSG00000197061,2.3451242,0.18442784,0.01902074578774738,1.0
ENSG00000134107,2.312305,0.19963843,0.020760889172901344,1.0
ENSG00000128016,2.2672071,0.16018033,0.023377570927370972,1.0
ENSG00000114268,2.1339915,0.45399252,0.03284348366894668,1.0
ENSG00000186352,2.084601,0.34933445,0.037105538738851425,1.0
ENSG00000139318,2.0271788,0.38898882,0.04264413524382034,1.0
ENSG00000072818,2.0257018,0.25666428,0.04279536703828274,1.0
ENSG00000175063,2.0254247,0.43799904,0.04282377342131786,1.0
ENSG00000169908,1.9364756,0.19154418,0.052809466682269206,1.0
ENSG00000089685,1.913396,0.3614427,0.055697371630547055,1.0
ENSG00000198901,1.9109035,0.32189563,0.05601699199165487,1.0
ENSG00000088325,1.8708833,0.3366545,0.06136125777632567,1.0
ENSG00000101198,1.8157691,0.23085645,0.0694058025276872,1.0
ENSG00000183696,1.8150767,0.20764688,0.06951212510036185,1.0
ENSG00000011426,1.8101838,0.31651065,0.07026728888535681,1.0
ENSG00000170312,1.7527616,0.52268404,0.07964293544554306,1.0
ENSG00000166803,1.6894311,0.2781217,0.09113685951337379,1.0
ENSG00000196754,1.6767372,0.24621227,0.09359388025133586,1.0
ENSG00000164104,1.6747985,0.3001236,0.09397376898941653,1.0
ENSG00000187837,1.6741523,0.20754284,0.09410067299055522,1.0
ENSG00000258757,1.6678746,0.19885847,0.09534061802113317,1.0
ENSG00000114315,1.6677362,0.14431824,0.09536811654636691,1.0
ENSG00000125726,1.6507957,0.14079593,0.0987803032106873,1.0
ENSG00000164611,1.6398097,0.34949037,0.10104472840383263,1.0
ENSG00000105220,1.6148375,0.14979587,0.10634587511295693,1.0
ENSG00000154127,1.6135913,0.20406702,0.10661611238649212,1.0
ENSG00000188290,1.5726941,0.13823368,0.11578966402684393,1.0
ENSG00000135245,1.5673858,0.1723673,0.11702454345120383,1.0
ENSG00000123975,1.528335,0.22354048,0.1264293824525105,1.0
ENSG00000142871,1.5143487,0.12677807,0.1299374144080324,1.0
ENSG00000117724,1.5015165,0.32397988,0.1332220368641676,1.0
ENSG00000185043,1.4642658,0.0715829,0.14312131752939147,1.0
ENSG00000163602,1.45328,0.15937392,0.1461460400083514,1.0
ENSG00000170290,1.4162602,0.20234627,0.15669934076249875,1.0
ENSG00000131747,1.4023663,0.3310516,0.16080591247678455,1.0
ENSG00000113739,1.40232,0.14768662,0.16081968980464534,1.0
ENSG00000108823,1.4018584,0.40284926,0.16095751213897713,1.0
ENSG00000138180,1.3905956,0.24876694,0.16434809037498088,1.0
ENSG00000163535,1.3369123,0.33919436,0.18125125989598523,1.0
ENSG00000184260,1.3308655,0.32024303,0.18323328865177635,1.0
ENSG00000197930,1.3260648,0.11467284,0.184818208755946,1.0
ENSG00000132359,1.3244032,0.28263393,0.1853691917376672,1.0
ENSG00000100526,1.3238953,0.39076906,0.18553778972857782,1.0
ENSG00000164442,1.3038161,0.28922606,0.19229629660043746,1.0
ENSG00000154096,1.2652731,0.2673705,0.20577346180900324,1.0
ENSG00000167772,1.2593646,0.07851365,0.2078986468645433,1.0
ENSG00000100504,1.2488403,0.12750654,0.21172347654692103,1.0
ENSG00000167105,1.248148,0.16450599,0.21197688151808947,1.0
ENSG00000075218,1.246117,0.39453694,0.21272146691545868,1.0
ENSG00000144583,1.2173135,0.23708133,0.2234849503815034,1.0
ENSG00000138166,1.215421,0.22723468,0.2242055653505154,1.0
ENSG00000168447,1.2038811,0.4163312,0.22863551328427356,1.0
ENSG00000162040,1.2021271,0.97218466,0.22931428456798952,1.0
ENSG00000127528,1.1980189,0.39125842,0.23090964751121934,1.0
ENSG00000247095,1.1837095,0.13431655,0.23652806061897802,1.0
ENSG00000137812,1.1694001,0.2802542,0.24224244818820295,1.0
ENSG00000171848,1.1690309,0.25354493,0.24239119068024584,1.0
ENSG00000162772,1.1633995,0.20200045,0.24466747590888793,1.0
ENSG00000148773,1.1420277,0.27701402,0.25344251516325145,1.0
ENSG00000131016,1.1324728,0.08141825,0.25743575592266343,1.0
ENSG00000167552,1.1281799,0.07495623,0.2592439582321733,1.0
ENSG00000187957,1.1265643,0.6831521,0.25992673752138007,1.0
ENSG00000099194,1.1204251,0.13057876,0.26253264653628805,1.0
ENSG00000129521,1.1144243,0.23252898,0.26509715796087185,1.0
ENSG00000078401,1.1118395,0.30595168,0.26620717193204724,1.0
ENSG00000144152,1.1067158,0.52067566,0.26841682212225926,1.0
ENSG00000099860,1.0993764,0.09448942,0.2716038905615328,1.0
ENSG00000124762,1.0942066,0.17608836,0.27386436666669156,1.0
