names,scores,logfoldchanges,pvals,pvals_adj
ENSG00000087086,5.17766,0.36437684,2.2468605474485276e-07,1.953791780390024e-05
ENSG00000140416,5.140976,0.5579666,2.7331532302526555e-07,2.2496058504629566e-05
ENSG00000180573,5.084935,1.0336567,3.677514366885637e-07,2.828857205296644e-05
ENSG00000189060,4.5577126,0.7163243,5.171377286807328e-06,0.00030419866392984284
ENSG00000124225,4.1886563,0.30577663,2.8061082507450658e-05,0.0015108506410177387
ENSG00000120738,4.008,0.39398822,6.123520505336458e-05,0.0029870831733348575
ENSG00000187837,3.7274287,0.6698556,0.00019344331049208063,0.008231630233705559
ENSG00000026025,3.6721256,0.23258796,0.00024054146022875722,0.009818018784847234
ENSG00000124766,3.6350725,0.36263725,0.00027790250854340027,0.010898137589937266
ENSG00000152661,3.4376404,0.69399893,0.0005868063863528034,0.021733569864918645
ENSG00000225746,3.3849182,0.62166,0.0007119948690406056,0.024551547208296744
ENSG00000075223,3.2955115,0.5209659,0.0009824269648800747,0.03274756549600249
ENSG00000149948,3.2230644,0.3710728,0.001268270339565849,0.04067911867986664
ENSG00000247095,3.2044456,0.568466,0.001353228153011204,0.04228837978160012
ENSG00000124575,3.0512562,1.3349512,0.002278860927917642,0.0660539399396418
ENSG00000163697,2.9812055,0.5123518,0.002871160219042115,0.07975445052894764
ENSG00000277443,2.94065,0.24744129,0.003275244531901638,0.08973272690141475
ENSG00000118523,2.9242435,0.4698755,0.0034529469406620788,0.09332289028816429
ENSG00000157483,2.872627,0.37833938,0.004070742663929392,0.10529513292530855
ENSG00000145555,2.8138216,0.27829736,0.004895640468845663,0.12239101172114158
ENSG00000115504,2.7780588,0.32865724,0.0054684716426782005,0.1333773571384927
ENSG00000142871,2.7151976,0.28482628,0.006623622768447725,0.15584994749288764
ENSG00000181722,2.702478,0.35447326,0.006882475289142221,0.1600575648637726
ENSG00000198742,2.6713238,0.31724927,0.00755527140470502,0.17368440010816139
ENSG00000171889,2.6372204,0.39725167,0.008358853194298797,0.18783939762469207
ENSG00000171877,2.6092,0.3606813,0.009075417118142864,0.1972916764813666
ENSG00000075651,2.530854,0.451587,0.011378520268390499,0.2395477951240105
ENSG00000052749,2.4668868,0.55528635,0.013629345761323476,0.27814991349639745
ENSG00000118263,2.421907,0.3807771,0.01543930565691365,0.31190516478613434
ENSG00000151422,2.4152706,0.33362672,0.015723526769484176,0.3144705353896835
ENSG00000175745,2.292129,0.4168955,0.021898202493945248,0.41050633850953094
ENSG00000101384,2.291023,0.26851973,0.021962089110259906,0.41050633850953094
ENSG00000185345,2.2644775,0.598829,0.02354476722502483,0.4224689582302331
ENSG00000139926,2.2641087,0.3200781,0.023567428238484973,0.4224689582302331
ENSG00000183780,2.2296364,0.36984867,0.025771586886930854,0.45213310327948864
ENSG00000167105,2.1933208,0.41327047,0.02828427645193844,0.4793945161345498
ENSG00000114423,2.1728587,0.37026933,0.029790959604653843,0.4965159934108974
ENSG00000059758,2.1214268,0.29877666,0.03388590674875517,0.5555066680123798
ENSG00000044574,2.1029923,0.22013348,0.03546643580901983,0.576690013154794
ENSG00000065923,2.082346,0.36111712,0.03731088722128002,0.5938469668824137
ENSG00000035403,2.0793965,0.17744206,0.03758093203307836,0.5938469668824137
ENSG00000255248,2.0773685,0.38691756,0.03776755106346218,0.5938469668824137
ENSG00000128512,2.0747879,0.35550353,0.03800620588047448,0.5938469668824137
ENSG00000198712,2.071101,0.15333793,0.03834936536587792,0.5945638041221383
ENSG00000269821,2.060409,0.41369665,0.03935945780659159,0.605530120101409
ENSG00000115963,2.002525,0.2820084,0.04522828770811063,0.666653729143729
ENSG00000163191,1.9997599,0.17827079,0.04552619305865261,0.666653729143729
ENSG00000101955,1.9898053,0.390288,0.046612379066140706,0.6743521252135781
ENSG00000073711,1.9743205,0.39195123,0.04834531035266525,0.6857490830165284
ENSG00000244242,1.9634442,0.5200371,0.04959457835561195,0.6936304665120553
ENSG00000230590,1.9534897,0.27852395,0.05076159942079674,0.6948625045746682
ENSG00000123106,1.9374517,0.21983506,0.0526901425154291,0.7052412951003477
ENSG00000153558,1.9357927,0.3024953,0.05289309713252608,0.7052412951003477
ENSG00000224271,1.9276816,0.31856942,0.05389474650859359,0.7138377021005774
ENSG00000211455,1.9217826,0.35278532,0.05463312266758889,0.7141584662429921
ENSG00000108821,1.8788306,0.30202603,0.060267641420676386,0.7677406550404635
ENSG00000144036,1.8721942,0.2574873,0.06117975149461336,0.7692191871571626
ENSG00000132669,1.8653734,0.22287987,0.06212908170343606,0.7717898348252927
ENSG00000185565,1.8544972,0.3906407,0.06366806963311437,0.7790140257434045
ENSG00000135074,1.8535755,0.24890791,0.0637999273022998,0.7790140257434045
ENSG00000150672,1.8530223,1.0109248,0.06387915011095917,0.7790140257434045
ENSG00000133816,1.8347723,0.22164284,0.06653942496402755,0.7917575348487103
ENSG00000166250,1.8342193,0.30060035,0.06662144266944506,0.7917575348487103
ENSG00000234741,1.8336663,0.21892485,0.06670354361419721,0.7917575348487103
